trial,r1_mm,r2_mm,r3_mm,r4_mm,Vwork_V,initialTmax_K,Tmin_K,Tmean_K,U_pct,maxErosionTmax_K,lifetimeH,R_L_pct,eta_L_pct,initialP03sphere_W,initialPradSphere_W,lifeAvgP03sphere_W,lifeAvgPradSphere_W,lifeTotalP03sphere_J,eta_E_pct,objectiveScore,uPenalty_pctpt,U_limit_pct,selfViewLoss_pct,failureReached,erosionSteps,overtempStep,overtempTimeH,overtempTmax_K,runnerStatus,status,voltagePolicy,voltageObjective,elapsed_sec
60,1.9006519104413555,1.9758637407657837,3.777278446816257,1.793224003988357,1.171875,3197.5760831694406,293.14966837308623,2083.4778365696116,139.4027987155559,3254.537581700038,435.3749978696907,179.8482242573839,79.8482242573839,171.85210274777214,187.09348654806146,133.2350563694189,146.51912137885427,208825964.57881397,97.75621232009092,97.75621232009092,0.0,178.4313175141917,0.0,True,45,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1428.3
61,1.8287146526188276,2.0756699802253,3.624086886606944,2.0526546447983613,1.171875,3160.6422536251885,293.1506384360036,2258.7983859461297,126.94765646328791,3228.3530217114767,365.2681660948334,150.88792735307473,50.88792735307474,209.4187801783382,225.83198930929882,171.84146048399225,186.67858948319832,225965574.4681643,113.98726069186876,113.98726069186876,0.0,178.4313175141917,0.0,True,37,,,,OK,OK,max_safe,lifeTotalP03sphere_J,830.6
62,1.8666543177783812,2.0413282851833987,3.5970516887603385,2.09995229431907,1.171875,3156.085923224108,293.1507616750894,2266.9273445152276,126.29143887102585,3224.5725640359788,360.4976573778706,148.91728704127868,48.917287041278676,214.3161757470243,230.73467346426798,177.3520308923721,192.2724669496716,230165970.0044684,117.9649955160851,117.9649955160851,0.0,178.4313175141917,0.0,True,37,,,,OK,OK,max_safe,lifeTotalP03sphere_J,849.6
63,1.9488304490906798,2.014351598145505,3.5281349808041154,2.167189672587984,1.171875,3156.8722590354987,293.149248065119,2260.2038053175033,126.70198166346758,3224.3811729904555,346.3515507257519,143.07369892990855,43.07369892990856,216.72387224206938,232.84715507853164,180.70322829748187,195.42380552173523,225312636.0311367,113.3689341708099,113.3689341708099,0.0,178.4313175141917,0.0,True,36,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1281.1
64,1.8805680215998268,2.042658979450153,3.6009313848686477,2.07949546074901,1.171875,3161.5877962724944,293.150863680351,2249.3995955806586,127.5201141774762,3228.940908089153,359.6621226700356,148.57213760861762,48.572137608617616,210.41572095156613,226.6854225718965,173.05362823304552,187.7841059744815,224067006.95777407,112.18933522581851,112.18933522581851,0.0,178.4313175141917,0.0,True,36,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1111.2
65,2.6911762290351917,1.8691972069708596,3.4459554035279436,1.5456596205584305,1.171875,3262.939189313983,293.15107192332516,1577.503999861276,188.2586743140948,3273.7937819197855,160.0,,,102.58247124261493,113.06854197367655,94.17197091896342,104.13530384446098,54243055.24932293,,,,178.4313175141917,0.0,False,16,16,160.0,3273.7937819197855,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,474.2
66,1.9826347070655619,1.9831496695938302,3.568288491658095,2.098474266372912,1.171875,3164.961110845463,293.1483038647807,2216.4020314167037,129.57093371481193,3231.2433789631946,353.7367933526758,146.12445466613883,46.12445466613884,209.16873582610458,225.11458409365065,172.07981733695945,186.523923570329,219135466.0277648,107.51921263264805,107.51921263264805,0.0,178.4313175141917,0.0,True,36,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1224.1
67,2.0288236903920267,2.031996511812375,3.589804066545606,1.9667667307281391,1.171875,3198.902343783941,293.1511888377626,2112.044366051257,137.58002443759548,3254.365522676888,371.8268813168116,153.59725446614817,53.59725446614817,182.9054759373629,197.88021660548384,144.6736466037226,157.89409549618918,193656782.97141373,83.39114088500656,83.39114088500656,0.0,178.4313175141917,0.0,True,39,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1424.0
68,1.9063832640319742,1.9423869762989763,3.6474884452463625,2.0709089131869587,1.171875,3148.4546349923485,293.1493039069258,2247.622283346565,127.03670684533598,3220.3735801615658,378.33572614862254,156.2859807152343,56.285980715234295,215.95999424026604,232.51522435958404,178.9115787410802,193.97415107761617,243679111.41385093,130.76181255488152,130.76181255488152,0.0,178.4313175141917,0.0,True,39,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1520.3
69,2.1364231862902656,1.9328709468133192,3.7146555174018876,1.7032440397905546,1.171875,3229.6760715900405,293.1498053650858,1913.152670529993,153.49147569134985,3272.9487845818185,500.0,206.54404264988725,106.54404264988725,143.65877431540386,157.229779231871,108.22881782472744,119.77659072359918,194811872.0845094,84.4849993444117,83.28532157036418,4.79871109619009,178.4313175141917,0.0,False,50,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1493.4
70,1.9076791561979083,1.9515414342452395,3.6439130112784732,2.067400356405967,1.171875,3151.048224797182,293.1493493460475,2243.576510616805,127.38138690288923,3222.338351316651,375.9580915483925,155.30380819068276,55.303808190682766,214.4954481491192,230.98631265649544,177.414057498894,192.40260616664503,240120901.69610745,127.39222162378864,127.39222162378864,0.0,178.4313175141917,0.0,True,39,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1529.2
71,1.8969682422524583,1.8989533446037266,3.6510760882998934,2.1130856774746944,1.220703125,3259.9157615094045,293.1481475279805,2352.846304871025,126.0927077063817,3275.516167244922,19.77526668267581,,,260.6567082575787,278.56632721169893,253.9140539646188,271.60181288890817,18076385.273866825,,,,178.4313175141917,0.0,False,2,2,19.77526668267581,3275.516167244922,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,409.9
72,1.9356893172535348,1.9591518134073609,3.678693639900312,1.9702903701866354,1.171875,3172.2249102995515,293.149265212111,2178.045472480072,132.18620462543086,3237.5745255173224,382.3529044315676,157.9454292004439,57.94542920044391,198.45296713036612,214.43359135318968,160.06050795982202,174.36068069633185,220318560.371628,108.6395917805744,108.6395917805744,0.0,178.4313175141917,0.0,True,39,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1508.3
73,2.0745618834966244,1.922135383462695,3.6391630851501495,1.9385769520099276,1.171875,3187.2276084815926,293.15019261178423,2101.625694843221,137.70660603222703,3247.5139543404043,384.2197329705965,158.71659382721433,58.71659382721434,187.4268865670994,202.75432749338984,149.09572116062637,162.68775816577866,206227865.41701975,95.29583699988254,95.29583699988254,0.0,178.4313175141917,0.0,True,39,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1185.6
74,1.820990020110153,1.9447141017911918,3.666380879859959,2.1118081477139485,1.220703125,3254.9847779660886,293.1503730357046,2382.8708260600138,124.29689316510976,3278.396175887494,28.927508480170776,,,263.08282788003146,281.2608373366688,253.33742669348828,271.1914253628933,26382314.01247389,,,,178.4313175141917,0.0,False,3,3,28.927508480170776,3278.396175887494,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,274.8
75,1.9985599195663095,1.9965716362918686,3.4866057985964445,2.2052301363466733,1.171875,3156.484484269593,293.1493889510351,2255.558868303083,126.94570447956082,3223.9349017068266,338.91855814559,140.00321825692205,40.003218256922054,218.21642272217545,234.171109325908,182.66719922795247,197.27037190118497,222873493.61819115,111.05908938754135,111.05908938754135,0.0,178.4313175141917,0.0,True,35,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1361.4
76,1.9093134375640148,1.876946309291391,3.6145252509757246,2.1833007028885842,1.220703125,3245.1643401856068,293.1501798244683,2381.046481598863,123.97969477600759,3275.5194610644244,39.249290685146725,,,269.9029424528546,287.95094529321403,257.793976900084,275.4559254980512,36425630.650433026,,,,178.4313175141917,0.0,False,4,4,39.249290685146725,3275.5194610644244,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,397.3
77,1.9592958818160306,1.8305023906110518,3.6467189739079697,2.1241142555911563,1.220703125,3249.8327043080512,293.1506479257484,2340.5385756742444,126.32485903508616,3281.083892244627,39.09567347872997,,,264.2756748670201,282.2582910833155,251.59238232798882,269.1601327689875,35410225.06523104,,,,178.4313175141917,0.0,False,4,4,39.09567347872997,3281.083892244627,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,349.9
78,1.8023607515301843,1.8526321064638358,3.6279201771603766,2.2710009219715306,1.220703125,3200.6641082169012,293.14879264717274,2463.8801387536732,118.00555026351498,3276.36041967936,110.0,,,288.01270227036855,306.76907719321304,262.3621651941036,280.31214568946757,103895417.41686504,,,,178.4313175141917,0.0,False,11,11,110.0,3276.36041967936,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,597.2
79,1.8656837671883681,1.9737686943796124,3.6714506131562015,2.035659995453998,1.171875,3152.7720137058263,293.14958721089783,2245.2544582689316,127.3629550523048,3223.715288255278,381.3760779367548,157.5419138140316,57.54191381403161,212.12569313611996,228.69412796171702,174.6241524461398,189.63832093926112,239750907.74257955,127.04184085107877,127.04184085107877,0.0,178.4313175141917,0.0,True,40,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1042.9
