trial,N_RUNS,L_RUN_mm,z_first_mm,side_mm,Vwork_V,initialTmax_K,lifetimeH,initialP03sphere_W,initialPradSphere_W,lifeAvgP03sphere_W,lifeAvgPradSphere_W,selfViewLoss_pct,failureReached,erosionSteps,status,elapsed_sec
72,12,102.11304818065358,2.3910247121076,0.4709565319532194,100.0,2721.747881395189,20.0,2155.879133927518,2307.2310417284198,2075.4414869584293,2221.1729955729106,2.3579174515804158,True,2,PRUNE_LIFETIME,69.6
73,12,44.830037429690314,2.2269581084612433,0.7057079065422273,52.978515625,3272.2050469532405,5.66131512833991,2340.276558911234,2446.3634183098834,2127.929832182027,2227.62018004218,21.464098236126773,True,11,PRUNE_LIFETIME,918.2
74,12,84.62515058289782,2.6076995744601232,0.5167320583306557,100.0,2994.017994737917,69.17819744035991,2183.040847005426,2303.587292605005,2531.5177816070554,2674.7164921626513,5.929310031580137,True,11,OK,671.1
75,12,67.49645432479356,2.5956070271950438,0.5775991825494119,93.2626953125,3272.5523996084717,4.022254585860974,3191.1805333258144,3332.433455747972,2777.762874955382,2903.891631805332,19.726693007617968,True,11,PRUNE_LIFETIME,954.2
76,12,84.65423654672502,2.7775337498863863,0.5166444868704857,100.0,3001.890614759321,64.22852574840358,2457.92889181883,2592.885909717218,2559.173371914197,2703.21356226114,5.418078133592996,True,11,OK,652.3
77,12,83.34699420460076,2.7564641339894176,0.5206248368192378,100.0,3024.4288303841527,50.117433741849396,2224.1332244629925,2343.95582335241,2471.74414621209,2608.2799308220883,10.808417654668279,True,11,OK,661.0
78,12,49.283498011797995,2.803197583170625,0.673840400392197,57.220890188665564,3273.000714418392,5.519333629203194,2100.2151619715883,2195.633620012699,2048.0003091532453,2144.9502610189156,26.23507570901369,True,11,PRUNE_LIFETIME,948.8
79,12,76.69972850639245,2.8337409568970875,0.5423920372208281,100.0,3160.426578286333,11.598121503739208,2654.904998982173,2783.0433388846304,2892.8744944436025,3036.1293854109267,9.223227069002471,True,10,PRUNE_LIFETIME,619.1
80,12,61.37573764564283,2.6656639458447438,0.6052029739230599,81.07850184097242,3272.6711939776355,4.648807153601831,2530.5141625225715,2643.2180449550806,2350.303215079835,2458.172664334883,27.466374604033806,True,11,PRUNE_LIFETIME,1001.8
81,12,83.6376449143194,2.7264447024195793,0.5197318995776335,100.0,3017.586418471097,50.494465724207764,2505.9017992345207,2641.6555046115204,2388.073346585064,2520.5623218325695,13.597314208660993,True,11,OK,666.3
82,12,89.55027379608093,2.93663325807484,0.502509344870838,100.0,2926.175587107298,145.17266710312205,2237.205795852698,2368.3176910907487,2129.538782041821,2257.5080713031666,14.76158783372722,True,15,OK,836.9
83,12,112.22226959762736,2.5833536525228387,0.4494723693737848,100.0,2603.72322243655,70.0,1788.3437526554849,1928.9199376605648,1774.3097872835365,1913.805572153293,3.450386683864093,True,7,OK,170.1
84,12,71.11047805117397,2.9023122560392567,0.562973362071171,98.34375,3272.6949179078483,4.0412272836848375,2390.296573855384,2496.126108579453,2624.385050701048,2743.968137716868,25.42051888256136,True,11,PRUNE_LIFETIME,875.1
85,12,86.32588765061783,2.3243639634029667,0.511685124979773,100.0,2953.4667868545253,100.07519126789525,2439.442287066093,2578.68724691003,2556.4331881468293,2705.288133183483,1.6059101765077077,True,11,OK,688.3
86,12,102.45009868093047,2.47060116340069,0.47018993095468764,100.0,2719.335533768682,20.0,2101.8335170463715,2249.7595550157043,2102.187952139617,2250.1663196873183,0.8339894292093142,True,2,PRUNE_LIFETIME,70.0
87,4,121.0387762028265,2.5359518182828893,0.7428423758106508,54.4762981382424,3272.820558311529,4.544164627657674,2815.3338554790657,2939.555903621406,2810.9425911831668,2936.783110029821,0.12413424865692635,True,11,PRUNE_LIFETIME,430.3
88,12,90.80052147892285,2.4283499771201247,0.4990819757271105,100.0,2884.220239469515,10.0,2326.8768566656877,2467.9574655999527,2326.8768566656877,2467.9574655999527,9.401296896177003,True,1,PRUNE_LIFETIME,70.5
89,12,28.988122592107203,2.306063791578974,0.871585890204341,,,,,,,,,,,FAIL_Z_OVERLAP,0.0
90,8,79.50123153256943,2.630599558366686,0.6503078450481126,73.25530933109277,3272.8656836964474,4.231946935918816,2917.442019353079,3046.385780338855,3087.169813065707,3226.3699436531824,1.5351998195524574,True,10,PRUNE_LIFETIME,678.9
91,12,85.0354817808867,2.1027478350910744,0.5155007420964528,100.0,2968.463743281191,89.99789985199486,2273.5925253390633,2401.6246551241743,2435.00895708994,2574.9452484677695,7.636781698812145,True,12,OK,713.4
92,12,108.08686056512965,2.141589559752965,0.4578999607886636,100.0,2642.023632988694,40.0,2026.9914200979363,2180.3362717691625,2015.7376723411683,2168.2517009199955,-4.618015928485764,True,4,OK,111.1
