case_id,source_trial,N_RUNS,L_RUN_mm,z_first_mm,side_mm,pathLength_mm,maxLifetimeCap_h,maxErosionSteps,Vwork_V,initialTmax_K,Tmin_K,Tmean_K,U_pct,maxErosionTmax_K,overtemp_margin_K,lifetimeH,R_L_pct,eta_L_pct,initialP03sphere_W,initialPradSphere_W,lifeAvgP03sphere_W,lifeAvgPradSphere_W,lifeTotalP03sphere_J,eta_E_pct,objectiveScore,uPenalty_pctpt,U_limit_pct,selfViewLoss_pct,failureReached,capLimited,stepLimited,erosionSteps,overtempStep,overtempTimeH,overtempTmax_K,runnerStatus,status,voltagePolicy,voltageObjective,voltageCandidateCount,voltageMaxSafe_V,voltageScanSummary,E_gain_pct_vs_cylinder_trial68,life_ratio_pct_vs_cylinder_trial68,U_reduction_pct_vs_cylinder_trial68,elapsed_sec
C10_c8local_trial19_1000h_verify,19,12,92.01113160151677,2.266631002891225,0.49582922105223914,1118.1335792182015,1000.0,150,100.0,2868.8820158578965,292.1394925647151,2653.7528032922537,97.09806128500239,2868.8820158578965,404.2679841421036,647.0447245635105,267.2864663732605,167.2864663732605,2494.220962497288,2645.9925637257966,1906.3222618639747,2031.7766821524854,4440512746.28543,4105.123549821167,4105.123549821167,0.0,178.4313175141917,0.0,True,False,False,66,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1,100.0,,1722.278783159182,171.0239556677051,23.566925106759225,3164.7
