rank,trial,pareto,cap_limited,geometry,N_RUNS,L_RUN_mm,z_first_mm,side_mm,pathLength_mm,Vwork_V,objectiveScore,eta_E_pct,R_L_pct,eta_L_pct,lifetimeH,lifeTotalP03sphere_J,U_pct,U_delta_pctpt_vs_B2,U_relative_reduction_pct_vs_B2,initialP03sphere_W,lifeAvgP03sphere_W,maxErosionTmax_K,overtemp_margin_K,failureReached,erosionSteps,E_gain_pct_vs_cylinder_trial68,life_ratio_pct_vs_cylinder_trial68,U_reduction_pct_vs_cylinder_trial68,note
1,19,True,True,N=12; L_RUN_mm=89.0993; z_first_mm=2.1050; side_mm=0.5038,12,89.09934228871522,2.10495899560028,0.5037629452411698,1083.1921074645827,100.0,1340.3886373039438,1340.3886373039438,83.6634455318355,-16.336554468164493,202.53173235708715,1521016927.9865444,97.29239542463802,-51.40036917052174,34.56817102733116,2609.6712593508664,2086.116073275665,2910.191879518723,362.9581204812771,False,21,524.1884744085982,53.532277910631706,23.413950313519166,C7 lead zigzag candidate; verify with higher lifetime cap
2,13,True,True,N=8; L_RUN_mm=182.2193; z_first_mm=1.1874; side_mm=0.4322,8,182.21933689763196,1.1873910029713393,0.43217659936452146,1471.754695181056,100.0,889.7970773695199,889.7970773695199,82.6176170599549,-17.382382940045108,200.0,1045202711.935143,94.70900687419342,-53.98375772096634,36.305571335596525,1529.0438483006344,1451.6704332432541,2475.1316950463456,798.0183049536545,False,20,328.92585493716336,52.86310178421625,25.447526761301148,Pareto candidate
