case_id,source_trial,N_RUNS,L_RUN_mm,z_first_mm,side_mm,pathLength_mm,maxLifetimeCap_h,maxErosionSteps,Vwork_V,initialTmax_K,Tmin_K,Tmean_K,U_pct,maxErosionTmax_K,overtemp_margin_K,lifetimeH,R_L_pct,eta_L_pct,initialP03sphere_W,initialPradSphere_W,lifeAvgP03sphere_W,lifeAvgPradSphere_W,lifeTotalP03sphere_J,eta_E_pct,objectiveScore,uPenalty_pctpt,U_limit_pct,selfViewLoss_pct,failureReached,capLimited,stepLimited,erosionSteps,overtempStep,overtempTimeH,overtempTmax_K,runnerStatus,status,voltagePolicy,voltageObjective,voltageCandidateCount,voltageMaxSafe_V,voltageScanSummary,E_gain_pct_vs_cylinder_trial68,life_ratio_pct_vs_cylinder_trial68,U_reduction_pct_vs_cylinder_trial68,elapsed_sec
C10_c8local_trial19_1000h_verify,19,12,92.01113160151677,2.266631002891225,0.49582922105223914,1118.1335792182015,1000.0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXCEPTION,ERROR: Exception: com.comsol.util.exceptions.FlException: 未连接到服务器。 Messages: Not connected to a server,,,,,,,,,129.7
