case_id,source_trial,N_RUNS,L_RUN_mm,z_first_mm,side_mm,pathLength_mm,maxLifetimeCap_h,Vwork_V,initialTmax_K,Tmin_K,Tmean_K,U_pct,maxErosionTmax_K,overtemp_margin_K,lifetimeH,R_L_pct,eta_L_pct,initialP03sphere_W,initialPradSphere_W,lifeAvgP03sphere_W,lifeAvgPradSphere_W,lifeTotalP03sphere_J,eta_E_pct,objectiveScore,uPenalty_pctpt,U_limit_pct,selfViewLoss_pct,failureReached,capLimited,erosionSteps,overtempStep,overtempTimeH,overtempTmax_K,runnerStatus,status,voltagePolicy,voltageObjective,voltageCandidateCount,voltageMaxSafe_V,voltageScanSummary,E_gain_pct_vs_cylinder_trial68,life_ratio_pct_vs_cylinder_trial68,U_reduction_pct_vs_cylinder_trial68,elapsed_sec
C8_trial19_verify,19,12,89.09934228871522,2.10495899560028,0.5037629452411698,1083.1921074645827,500.0,100.0,2910.1918795199053,291.99794235394995,2691.057122952641,97.29239542463746,2910.1918795199053,362.95812048009475,384.86716802301424,158.98404153337353,58.984041533373535,2609.6712593552866,2762.7137845268294,1998.6551621194858,2125.331927619219,2769180307.5582175,2522.387546292965,2522.387546292965,0.0,178.4313175141917,0.0,True,False,41,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1,100.0,,1036.4044671252914,101.72636138301829,23.413950313519603,2403.3
